r,r2,kappa,mae,rmse,scale,model,validation_loss,epochs_trained
0.02122155354912443,-0.21859845605726202,-0.04787828562928986,1.0222391551678094,1.2272974007178123,1,spatial_residual_cnn,2.192824363708496,39
0.3588943046624625,0.1262986874125388,-0.023432345299909896,0.9407931717351226,1.1142464122472377,3,spatial_residual_cnn,1.2244253158569336,36
0.6551564244815815,0.2231389581612604,0.07909114887524016,0.8950291619760913,1.0826211930405785,6,spatial_residual_cnn,1.0540330410003662,37
-0.022910158694989916,-0.35270800369151645,-0.029384992205496285,1.0131652378232903,1.2467176170659664,9,spatial_residual_cnn,0.6811991333961487,65
0.38276974402817293,-1.460006342283343,0.08958362367404216,1.0739113853685938,1.3843494096957132,12,spatial_residual_cnn,0.44592049717903137,36
0.5863363994101259,0.2704986321817374,0.20767307056277318,0.987456397091735,1.2014028645555879,18,spatial_residual_cnn,0.6240396499633789,42
0.4027980392282859,-0.20644236984567743,0.1737696174777036,0.807396395519653,1.0028070680232652,24,spatial_residual_cnn,0.48803696036338806,63
0.7118879997152193,-0.1571527426751862,0.20409145989766064,0.8323078962009467,1.045870318215322,48,spatial_residual_cnn,0.14937716722488403,37
