scale,model,protocol,month,horizon_months,r,r2,kappa,mae,rmse,selected_by_validation,validation_rmse
3,ridge,causal,7,7,-0.45334811427336363,-3.338627335346165,0.08679500168861876,1.0893949206962594,1.2807599783672579,False,1.6100377210669188
3,ridge,causal,8,8,-0.06851745193933084,-0.06002675865765239,-0.009235469759044657,0.6208396880980463,0.7987527789181408,False,1.6100377210669188
3,ridge,causal,9,9,-0.3438902132420553,-2.830336508028384,-0.011586643293856058,0.6852397124951942,0.7952514617126664,False,1.6100377210669188
3,ridge,causal,10,10,0.20528516217081455,0.041285440277632146,-0.051568360040913586,0.38394483528177786,0.5512299121750449,False,1.6100377210669188
3,ridge,causal,11,11,0.3483656826067483,-0.7904015355934482,-0.16793972460379325,0.7485571115117907,0.8341848295686084,False,1.6100377210669188
3,ridge,causal,12,12,0.7952432563342935,-14.799432699272131,-0.002984969799128878,2.174755836074644,2.210480174886105,False,1.6100377210669188
3,mlp_11,causal,1,1,0.7275623005106248,-10.972529090073591,0.0,2.5096531240099242,2.5895356806408993,True,1.6000716420114227
3,mlp_11,causal,2,2,-0.638739532335541,-17.188631777491924,0.060127839370192504,1.6135330111394557,1.7600797730314826,True,1.6000716420114227
3,mlp_11,causal,3,3,-0.6518183799556124,-3.536335848975937,-0.2598730823732365,0.5858643866618104,0.7525460294903982,True,1.6000716420114227
3,mlp_11,causal,4,4,-0.31004739460634373,-13.606077442499513,-0.00011236375894219108,1.41637486785039,1.5216534629109795,True,1.6000716420114227
3,mlp_11,causal,5,5,0.09326593927979955,-3.738924570096552,-0.07294340132378774,1.0293904098050377,1.1470088704704637,True,1.6000716420114227
3,mlp_11,causal,6,6,0.30792807633365304,-1.2630651200809604,-0.06012122920778129,0.5853615895989027,0.7094968741000847,True,1.6000716420114227
3,mlp_11,causal,7,7,-0.09983190323341389,-0.6354422505989847,-0.040374160537256065,0.630899850383123,0.7863378499261297,True,1.6000716420114227
3,mlp_11,causal,8,8,-0.12694843757779364,-1.8755669288394237,-0.006290516206482799,1.0796667167439555,1.3155752909855956,True,1.6000716420114227
3,mlp_11,causal,9,9,-0.1605606664622097,-0.844786312921622,-0.1015590592794855,0.4468265687416081,0.5518982855987096,True,1.6000716420114227
3,mlp_11,causal,10,10,0.05685658279641656,-0.06759441276846179,-0.07830626450116007,0.422186379569459,0.5816895488408786,True,1.6000716420114227
