target_time,month,r,r2,kappa,mae,rmse,scale,model,protocol,validation_loss,epochs_trained
2015-08-01,8,0.3788413998935644,-1.700404081495201,0.07686305111197822,0.9412486570667099,1.2477521456768135,12,spatial_residual_cnn,causal_pdi_recursive,0.44592049717903137,36
2015-09-01,9,0.2479298283330806,-1.8653710025740295,0.0799713031735313,1.1298473459664677,1.4958297627736934,12,spatial_residual_cnn,causal_pdi_recursive,0.44592049717903137,36
2015-10-01,10,0.17380698705487707,-1.7377929048778884,0.09163040696186353,1.0918327617540933,1.4886233541262814,12,spatial_residual_cnn,causal_pdi_recursive,0.44592049717903137,36
2015-11-01,11,-0.06430832127268923,-1.8478394819641584,0.10217540645752221,0.8603940389403522,1.2228712613210035,12,spatial_residual_cnn,causal_pdi_recursive,0.44592049717903137,36
2015-12-01,12,-0.11263304121679424,-2.751512145421264,0.09500647061448508,0.8992752745033679,1.3262611424338417,12,spatial_residual_cnn,causal_pdi_recursive,0.44592049717903137,36
2015-01-01,1,0.7341311523698046,-3.6014240383773153,0.0,1.4319415301932463,1.5103841628623622,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-02-01,2,0.5721935442807782,-1.6583245193582594,0.20744827586206904,1.2377327775217686,1.432967179481525,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-03-01,3,0.4699130615829113,-2.1491920468934547,0.02392739273927391,1.341422678349057,1.5315140474510636,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-04-01,4,0.4066315313585457,-1.9251898148733644,0.012911158930218325,1.139008041051149,1.330300056623564,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-05-01,5,0.6589842635148472,-0.48418995656924424,0.21307000642260765,0.7825963866598449,0.9040873423429113,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-06-01,6,0.4878933565161015,-0.16032903196385262,0.17299607140395623,0.7052919989336737,0.8714804987720315,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-07-01,7,0.3916103533474456,-0.13563102389034354,0.18815052041633307,0.5981444286199393,0.7667486956891709,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-08-01,8,0.37787042204178845,-0.7680556288346798,-0.005538010892947254,0.8131918120790405,1.002043341478594,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-09-01,9,0.205835489198018,-1.1671040185649364,0.05449647741400754,1.1155817244199733,1.3873263226893429,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-10-01,10,0.1321169903357253,-0.5021718144041349,0.0026578971078475844,0.8402159371098288,1.0464844477778732,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-11-01,11,0.07117305185692344,-0.25499432519128384,0.02089320742666856,0.803462076726492,1.0147770861025587,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-12-01,12,-0.041077393419817164,-0.3433730557358916,-0.07005253940455347,1.0408873734368078,1.285345937110104,18,spatial_residual_cnn,causal_pdi_recursive,0.6240396499633789,42
2015-01-01,1,0.7599498681878386,-4.761726501749158,0.0,1.773395391820877,1.8487153081868994,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-02-01,2,0.7298239087664115,-0.9820063407821114,0.30485938396785917,1.1159121254768476,1.3009688490773934,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-03-01,3,0.6450192716048655,-0.45817354292199797,0.5047619047619047,0.7270048306209812,0.890413849850023,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-04-01,4,0.5973835612888714,-0.5173765944769522,0.5093082835183604,0.8257739182329816,1.008593254689919,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-05-01,5,0.6698543031139752,-0.13075808141196532,0.1671594717129904,0.7491032023627997,0.9032381456066677,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-06-01,6,0.6287139102215106,0.16582541857644262,0.05300023348120475,0.6749336964537316,0.822764396754743,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-07-01,7,0.612614948596999,0.2667107788830032,0.0419994846688998,0.6400558378002114,0.767608823637067,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-08-01,8,0.6012974011628507,0.3048199591326708,-0.05132192846034189,0.6253839097899926,0.7546830681826167,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-09-01,9,0.6424163726736549,0.3496951032441925,-0.042929970485645175,0.698966173616024,0.8641144030368183,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-10-01,10,0.6204739571266931,0.3742770688675928,0.16034327009936755,0.5643837578115228,0.6883767277547157,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-11-01,11,0.5627260216533946,0.03494519457646339,0.045916447120813,0.5955746994386938,0.6931504979692558,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-12-01,12,0.40300743306029807,0.05316362474828096,0.1897260273972603,0.6982692028111736,0.8913667596818707,24,spatial_residual_cnn,causal_pdi_recursive,0.48803696036338806,63
2015-01-01,1,0.9546734376897185,0.14894859259216753,0.13132870727319446,0.6916122600494131,0.7372256103640765,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-02-01,2,0.914593982228978,0.7246515222438834,0.5002956830277943,0.3504915848452644,0.44172342869213094,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-03-01,3,0.7541039733676481,-0.5343615330111775,0.18311060562979808,1.011086122298288,1.1948236637480838,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-04-01,4,0.7450124611796113,-0.931068012272346,0.12339612339612327,1.1463341099384377,1.306537363449574,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-05-01,5,0.7326414187160792,-0.47833180356344296,0.1699625177717462,0.9754561602483311,1.1708439064081646,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-06-01,6,0.716530905926916,-0.4147818556319225,0.1711519114688128,0.9388035851243719,1.1473718580505343,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-07-01,7,0.7020428101508537,-0.5261995814628586,0.16869212962962965,0.9817279262599331,1.1867962584886667,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-08-01,8,0.6971596470064108,-0.34821345436194195,0.1407173285694655,0.920566230130194,1.1390649665273482,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-09-01,9,0.6745955612969599,0.025013414093418396,0.2331024599952234,0.7858235103819657,1.0586219823462972,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-10-01,10,0.6704686293727566,0.0711102790665954,0.17687772366059984,0.6414522948433307,0.8946154654526572,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-11-01,11,0.7325985373194812,0.3102566640721449,0.21247087540219678,0.5604918104608408,0.7352438635782881,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
2015-12-01,12,0.6480603538760734,-0.6402436040979529,0.13775510204081642,0.9838491598309893,1.1823616833676258,48,spatial_residual_cnn,causal_pdi_recursive,0.14937716722488403,37
